 535, 134992
 536, 132498
 537, 129172
 538, 123582
 539, 108733
 540, 95534.9
 541, 75267.1
 542, 60211
 543, 59668.8
 544, 55930.5
 545, 52991.5
 546, 51611.2
 547, 49187.4
 548, 47910.9
 549, 47109.6
 550, 43390.7
 551, 36914
 552, 35056.1
 553, 34574.5
 554, 34470.1
 555, 31254.7
 556, 29272.1
 557, 26910.9
 558, 25816.6
 559, 25040.1
 560, 25016.5
 561, 24724.6
 562, 24497.8
 563, 23961.6
 564, 23477.8
 565, 23105.2
 566, 22416.1
 567, 22270.1
 568, 21891.9
 569, 21397.8
 570, 21392.1
 571, 21302.4
 572, 21060.1
 573, 21010
 574, 20975.3
 575, 20844
 576, 20698.9
 577, 20129.5
 578, 20100.6
 579, 20027.5
 580, 19989.2
 581, 19968.6
 582, 19865.7
 583, 19861.4
 584, 19748.4
 585, 19731.2
 586, 19674.6
 587, 19511.5
 588, 19464.8
 589, 19299.8
 590, 19295.3
 591, 19253.3
 592, 19217
 593, 19046.9
 594, 18992.1
 595, 18988.9
 596, 18863.1
 597, 18746.4
 598, 18705.3
 599, 18703.6
 600, 18675.3
 601, 18617.2
 602, 18608.7
 603, 18602.6
 604, 18557.3
 605, 18505.9
 606, 18452.8
 607, 18278.3
 608, 18262.4
 609, 18232.5
 610, 18135.6
 611, 18097.9
 612, 18020.9
 613, 18012.6
 614, 17947.1
 615, 17944.6
 616, 17916.6
 617, 17813
 618, 17753.9
 619, 17748.3
 620, 17736.9
 621, 17718.1
 622, 17677.7
 623, 17628.5
 624, 17590.5
 625, 17492.3
 626, 17434.4
 627, 17370.5
 628, 17329.9
 629, 17306.6
 630, 17298
 631, 17246.4
 632, 17114.1
 633, 17061.1
 634, 16962.3
 635, 16857
 636, 16855.5
 637, 16802
 638, 16790.3
 639, 16750.3
 640, 16721.8
 641, 16720
 642, 16654.1
 643, 16608.6
 644, 16568.3
 645, 16515
 646, 16504.5
 647, 16498.9
 648, 16453.7
 649, 16440
 650, 16379.9
 651, 16379.8
 652, 16347.7
 653, 16007.5
 654, 16007.3
 655, 15990
 656, 15983.2
 657, 15958.5
 658, 15920.9
 659, 15913.2
 660, 15873.3
 661, 15816.8
 662, 15758.1
 663, 15672.8
 664, 15628.3
 665, 15600.7
 666, 15596.1
 667, 15577.3
 668, 15445.5
 669, 15430.3
 670, 15419.1
 671, 15395.7
 672, 15324.8
 673, 15293.6
 674, 15286.1
 675, 15273.9
 676, 15263.2
 677, 15243.6
 678, 15230.7
 679, 15213.8
 680, 15211.7
 681, 15193.2
 682, 15129.7
 683, 15119.8
 684, 15081.6
 685, 15075.3
 686, 15029
 687, 15014.5
 688, 14978.4
 689, 14977.7
 690, 14933.5
 691, 14921.5
 692, 14887.4
 693, 14825
 694, 14795.5
 695, 14776.6
 696, 14690.2
 697, 14655.3
 698, 14644.2
 699, 14605.4
 700, 14588.9
 701, 14550.6
 702, 14520.7
 703, 14463.3
 704, 14405.4
 705, 14366.9
 706, 14333
 707, 14322.9
 708, 14247.8
 709, 14242
 710, 14094.3
 711, 14054.6
 712, 14005.5
 713, 13985.9
 714, 13978.4
 715, 13947.1
 716, 13924.3
 717, 13917.9
 718, 13910.1
 719, 13887
 720, 13867.8
 721, 13826.3
 722, 13759.9
 723, 13741.1
 724, 13721.7
 725, 13702.7
 726, 13684.3
 727, 13665.5
 728, 13630.8
 729, 13601.4
 730, 13551.6
 731, 13532.9
 732, 13443.2
 733, 13440.2
 734, 13434.4
 735, 13402.9
 736, 13366.7
 737, 13307.8
 738, 13273.2
 739, 13221.5
 740, 13165.8
 741, 13122
 742, 13105.6
 743, 13077.6
 744, 13074.3
 745, 13066.1
 746, 13045.7
 747, 13018.6
 748, 12935.5
 749, 12904
 750, 12892.7
 751, 12855
 752, 12830.9
 753, 12819
 754, 12788.2
 755, 12748.3
 756, 12734.2
 757, 12711.2
 758, 12673.3
 759, 12645
 760, 12644.7
 761, 12631.6
 762, 12630.2
 763, 12598.1
 764, 12559.8
 765, 12523.7
 766, 12488.5
 767, 12487.6
 768, 12481.2
 769, 12472.8
 770, 12431.3
 771, 12429.3
 772, 12421.2
 773, 12387.9
 774, 12369.9
 775, 12326.3
 776, 12323.2
 777, 12227.2
 778, 12167.5
 779, 12158.1
 780, 12146.6
 781, 12144.3
 782, 12120
 783, 12110.4
 784, 12105.3
 785, 12098.6
 786, 12085.5
 787, 12069.3
 788, 12068.4
 789, 11975.5
 790, 11877.1
 791, 11844.1
 792, 11830.8
 793, 11800.6
 794, 11774.2
 795, 11763.7
 796, 11724.9
 797, 11685
 798, 11606.3
 799, 11600.1
 800, 11599.3
 801, 11572.2
 802, 11563.6
 803, 11527.4
 804, 11502.7
 805, 11382.7
 806, 11361.2
 807, 11342
 808, 11301.7
 809, 11274.7
 810, 11265.5
 811, 11246.2
 812, 11207.1
 813, 11187.9
 814, 11143.5
 815, 11109.5
 816, 11099.8
 817, 11062
 818, 11045
 819, 11027.5
 820, 11006.2
 821, 10997
 822, 10980.4
 823, 10973.3
 824, 10943.7
 825, 10943.5
 826, 10903.9
 827, 10892.8
 828, 10892.6
 829, 10874.2
 830, 10863.8
 831, 10845.6
 832, 10843.3
 833, 10803.3
 834, 10768.3
 835, 10734.8
 836, 10716.2
 837, 10703.1
 838, 10700.8
 839, 10698.1
 840, 10685.3
 841, 10649.6
 842, 10601.8
 843, 10590.5
 844, 10556.1
 845, 10538.8
 846, 10489.1
 847, 10477.7
 848, 10459.7
 849, 10456.1
 850, 10454.8
 851, 10447.9
 852, 10429
 853, 10425.2
 854, 10414
 855, 10391.4
 856, 10389.8
 857, 10373.1
 858, 10336.1
 859, 10313.7
 860, 10295.2
 861, 10288
 862, 10255.8
 863, 10249.8
 864, 10221.2
 865, 10220
 866, 10209.6
 867, 10195.8
 868, 10195.8
 869, 10189
 870, 10181.3
 871, 10153.3
 872, 10126.2
 873, 10107.9
 874, 10075.7
 875, 10073.4
 876, 10030.3
 877, 9996.06
 878, 9960.58
 879, 9834.02
 880, 9831.88
 881, 9831.03
 882, 9828.5
 883, 9828.26
 884, 9825.21
 885, 9818.78
 886, 9791.44
 887, 9774.4
 888, 9769.57
 889, 9750.9
 890, 9723.08
 891, 9714.15
 892, 9691.28
 893, 9649.96
 894, 9636.64
 895, 9604.67
 896, 9598.32
 897, 9548.76
